"(PDH-CSV 4.0) (","\\LIVING1\PhysicalDisk(0 C:)\Disk Reads/sec","\\LIVING1\PhysicalDisk(1 D:)\Disk Reads/sec","\\LIVING1\PhysicalDisk(_Total)\Disk Reads/sec","\\LIVING1\PhysicalDisk(0 C:)\Disk Read Bytes/sec","\\LIVING1\PhysicalDisk(1 D:)\Disk Read Bytes/sec","\\LIVING1\PhysicalDisk(_Total)\Disk Read Bytes/sec","\\LIVING1\PhysicalDisk(0 C:)\Disk Writes/sec","\\LIVING1\PhysicalDisk(1 D:)\Disk Writes/sec","\\LIVING1\PhysicalDisk(_Total)\Disk Writes/sec","\\LIVING1\PhysicalDisk(0 C:)\Disk Write Bytes/sec","\\LIVING1\PhysicalDisk(1 D:)\Disk Write Bytes/sec","\\LIVING1\PhysicalDisk(_Total)\Disk Write Bytes/sec","\\LIVING1\PhysicalDisk(0 C:)\Avg. Disk sec/Read","\\LIVING1\PhysicalDisk(1 D:)\Avg. Disk sec/Read","\\LIVING1\PhysicalDisk(_Total)\Avg. Disk sec/Read","\\LIVING1\PhysicalDisk(0 C:)\Avg. Disk sec/Write","\\LIVING1\PhysicalDisk(1 D:)\Avg. Disk sec/Write","\\LIVING1\PhysicalDisk(_Total)\Avg. Disk sec/Write","\\LIVING1\PhysicalDisk(0 C:)\Avg. Disk Queue Length","\\LIVING1\PhysicalDisk(1 D:)\Avg. Disk Queue Length","\\LIVING1\PhysicalDisk(_Total)\Avg. Disk Queue Length","\\LIVING1\PhysicalDisk(0 C:)\% Idle Time","\\LIVING1\PhysicalDisk(1 D:)\% Idle Time","\\LIVING1\PhysicalDisk(_Total)\% Idle Time","\\LIVING1\Network Interface(Realtek PCIe GBE Family Controller)\Bytes Received/sec","\\LIVING1\Network Interface(isatap.{3BFB23DB-8B20-45B6-B290-0115C7114342})\Bytes Received/sec","\\LIVING1\Network Interface(Teredo Tunneling Pseudo-Interface)\Bytes Received/sec","\\LIVING1\Network Interface(Realtek PCIe GBE Family Controller)\Bytes Sent/sec","\\LIVING1\Network Interface(isatap.{3BFB23DB-8B20-45B6-B290-0115C7114342})\Bytes Sent/sec","\\LIVING1\Network Interface(Teredo Tunneling Pseudo-Interface)\Bytes Sent/sec","\\LIVING1\Network Interface(Realtek PCIe GBE Family Controller)\Packets Received/sec","\\LIVING1\Network Interface(isatap.{3BFB23DB-8B20-45B6-B290-0115C7114342})\Packets Received/sec","\\LIVING1\Network Interface(Teredo Tunneling Pseudo-Interface)\Packets Received/sec","\\LIVING1\Network Interface(Realtek PCIe GBE Family Controller)\Packets Sent/sec","\\LIVING1\Network Interface(isatap.{3BFB23DB-8B20-45B6-B290-0115C7114342})\Packets Sent/sec","\\LIVING1\Network Interface(Teredo Tunneling Pseudo-Interface)\Packets Sent/sec","\\LIVING1\LogicalDisk(C:)\% Free Space","\\LIVING1\LogicalDisk(D:)\% Free Space","\\LIVING1\LogicalDisk(_Total)\% Free Space","\\LIVING1\LogicalDisk(C:)\Free Megabytes","\\LIVING1\LogicalDisk(D:)\Free Megabytes","\\LIVING1\LogicalDisk(_Total)\Free Megabytes"
"05/11/2015 00:11:01.949"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","5.1663603683128496","14.461038954231373","9.8136996612721106","98560","275877","374437"
"05/11/2015 00:11:31.994","0.066566701060576342","0","0.066566701060576342","681.64301886030171","0","681.64301886030171","2.9955015477259352","0","2.9955015477259352","21011.646056368802","0","21011.646056368802","0.010600028882096494","0","0.010600028882096494","0.00051666491791709662","0","0.00051666491791709662","0.0022532377795432689","0","0.0022532377795432689","100.06339419591509","100.1752240177654","100.11930910684023","1380.4935299447625","0","0","797.03639514881081","0","0","8.3208376325720419","0","0","6.3571199512850409","0","0","5.1663603683128496","14.461038954231373","9.8136996612721106","98560","275877","374437"
"05/11/2015 00:12:02.040","0","0","0","0","0","0","3.5280252709473534","0","3.5280252709473534","19563.099826946713","0","19563.099826946713","0","0","0","0.00015094605817079246","0","0.00015094605817079246","0.00053252296296428937","0","0.00053252296296428937","100.12929424561976","100.17589000487914","100.15259212524946","700.11331673941106","0","0","471.95658813239123","0","0","5.6914369936980886","0","0","4.6263727609592653","0","0","5.1663603683128496","14.461038954231373","9.8136996612721106","98560","275877","374437"
"05/11/2015 00:12:32.070","0.03330073719600294","0","0.03330073719600294","545.59927821931217","0","545.59927821931217","2.9970663476402644","0","2.9970663476402644","18055.92611357036","0","18055.92611357036","0.00019997857134776241","0","0.00019997857134776241","0.0001255550431312629","0","0.0001255550431312629","0.00038294970963221215","0","0.00038294970963221215","100.13868507084342","100.17498204332162","100.15683355708251","1460.1374238331409","0","0","1083.0065750884075","0","0","8.6914924081567673","0","0","6.959854073964614","0","0","5.1663603683128496","14.461038954231373","9.8136996612721106","98560","275877","374437"
"05/11/2015 00:13:02.131","0.033266115675730616","0","0.033266115675730616","545.03203923117042","0","545.03203923117042","2.9274181794642939","0","2.9274181794642939","17406.960752945506","0","17406.960752945506","0.011599755367311722","0","0.011599755367311722","0.00048749881346854318","0","0.00048749881346854318","0.0018129650271927456","0","0.0018129650271927456","100.03508569676112","100.17513308693509","100.10510939184809","624.70438627454519","0","0","382.52706415522636","0","0","4.9233851200081311","0","0","3.9254016497362128","0","0","5.1663603683128496","14.461038954231373","9.8136996612721106","98560","275877","374437"
"05/11/2015 00:13:32.177","0.099849541810586223","0","0.099849541810586223","1635.9348930246447","0","1635.9348930246447","5.5582911607892997","0","5.5582911607892997","31048.680990530236","0","31048.680990530236","0.0099667634061619131","0","0.0099667634061619131","0.0026928137667410748","0","0.0026928137667410748","0.015962375814854574","0","0.015962375814854574","99.865362552100592","100.176222831731","100.0207926919158","1465.2587428897493","0","0","661.76947993996203","0","0","8.2209456090715989","0","0","6.7232024819128062","0","0","5.1663603683128496","14.461038954231373","9.8136996612721106","98560","275877","374437"
"05/11/2015 00:14:02.222","0","0","0","0","0","0","3.4614804924078526","0","3.4614804924078526","19869.963097341813","0","19869.963097341813","0","0","0","0.00013846270050264163","0","0.00013846270050264163","0.00047927066507271891","0","0.00047927066507271891","100.12995956606407","100.17489119091465","100.15242537848937","670.52871153892886","0","0","871.79383209268155","0","0","5.2920711374312361","0","0","5.0590868735191687","0","0","5.1663603683128496","14.461038954231373","9.8136996612721106","98560","275877","374437"
"05/11/2015 00:14:32.268","0","0","0","0","0","0","2.4629675028112277","0","2.4629675028112277","14024.802627899782","0","14024.802627899782","0","0","0","0.00012297103856677175","0","0.00012297103856677175","0.00030287243417789875","0","0.00030287243417789875","100.14626808175058","100.17555684461614","100.16091246318335","1453.6500768281132","0","0","1284.1047192697295","0","0","8.6203862598392966","0","0","7.2890524745359304","0","0","5.1663603683128496","14.461038954231373","9.8136996612721106","98560","275877","374437"
"05/11/2015 00:15:02.314","0.033283333574394766","0","0.033283333574394766","545.31413728288385","0","545.31413728288385","2.9955000216955288","0","2.9955000216955288","18489.557467247781","0","18489.557467247781","0.017599777993838928","0","0.017599777993838928","0.0003288906221104501","0","0.0003288906221104501","0.0015709427355161342","0","0.0015709427355161342","100.0797027116016","100.17555684461614","100.12762977810887","630.95215456980156","0","0","409.01888629573727","0","0","4.9925000361592149","0","0","4.027283362501767","0","0","5.1663603683128496","14.461038954231373","9.8136996612721106","98560","275877","374437"
"05/11/2015 00:15:32.359","0.03328333541742582","0","0.03328333541742582","545.31416747910464","0","545.31416747910464","3.494750218829711","0","3.494750218829711","20619.691957803643","0","20619.691957803643","0.00030013422854522742","0","0.00030013422854522742","0.0011028562314580918","0","0.0011028562314580918","0.0038641197500096243","0","0.0038641197500096243","99.791474990989286","100.17522435117543","99.983349671082365","1565.3152646815363","0","0","512.99604878878415","0","0","8.6536672085307131","0","0","5.558317014710112","0","0","5.1663603683128496","14.461038954231373","9.8136996612721106","98560","275877","374437"
